"Collection Name","Title#1","Title Type#1","Name#1","Name URI#1","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Genre#2","Genre URI#2","Publisher#1","Date Created#1","Language Term#1","Language Term URI#1","Language Term Type#1","Extent#1","Form#1","Form URI#1","Form#2","Form URI#2","Form#3","Form URI#3","Abstract#1","Note#1","Note Type#1","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Topic#3","Subject Topic URI#3","Subject Topic#4","Subject Topic URI#4","Subject Topic#5","Subject Topic URI#5","Subject Topic#6","Subject Topic URI#6","Subject Topic#7","Subject Topic URI#7","Subject Name#1","Subject Name URI#1","Subject Name#10","Subject Name URI#10","Subject Name#11","Subject Name URI#11","Subject Name#2","Subject Name URI#2","Subject Name#3","Subject Name URI#3","Subject Name#4","Subject Name URI#4","Subject Name#5","Subject Name URI#5","Subject Name#6","Subject Name URI#6","Subject Name#7","Subject Name URI#7","Subject Name#8","Subject Name URI#8","Subject Name#9","Subject Name URI#9","Subject Geographic#1","Subject Geographic URI#1","Subject Geographic#2","Subject Geographic URI#2","Subject Geographic#3","Subject Geographic URI#3","Subject Geographic#4","Subject Geographic URI#4","Subject Geographic#5","Subject Geographic URI#5","Identifier#1","Identifier ARK#1","Reference ID#1","Shelf Locator#1","Related Item#1","Related Item Type#1","Related Item Identifier#1","Related Item#2","Related Item Type#2","Related Item Identifier#2","Internet Media Type#1","Internet Media Type URI#1","Access Condition#1","Access Condition URI#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"University of Colorado Publicity Collections","Football game scenes, unlabeled","Proper","University of Colorado Boulder","http://id.worldcat.org/fast/557277","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","silent films","http://vocab.getty.edu/page/aat/300252071","","","","1957","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 film reel (16mm) (3 min., 51 sec.)","16mm (photographic film size)","http://vocab.getty.edu/page/aat/300263815","black-and-white film (film, material)","http://vocab.getty.edu/page/aat/300127344","","","A collection of scenes of a football game, cheerleaders, and the audience at Folsom Field.","00:00:00 Scenes of Folsom Stadium stands filled with people as the marching band performs on the field. 00:00:37 Scene of players sitting on the sidelines. 00:00:49 Scene of presumably the coach. 00:00:57 Scene of cheerleaders. 00:01:02 More scenes of the crowd, band, coach, cheerleaders, and people playing football. 00:03:51 End of recording.","Segment sequence","College students","http://id.worldcat.org/fast/867976","Football coaches","http://id.worldcat.org/fast/931411","Cheerleaders","http://id.worldcat.org/fast/1981902","Football","http://id.worldcat.org/fast/931362","Marching bands","http://id.worldcat.org/fast/1009088","Football stadiums","http://id.worldcat.org/fast/931443","","","University of Colorado Boulder","http://id.worldcat.org/fast/557277","","","","","Folsom Field (University of Colorado Boulder)","local","","","","","","","","","","","","","","","Boulder (Colorado, United States, North and Central America) (inhabited place)","http://vocab.getty.edu/page/tgn/7013446","","","","","","","","","U183044127161_narv_publicityOffices_320_footballGame_a.mp4","https://ark.colorado.edu/ark:/47540/g87d6w53r762","54bf6acb2a3a9c5b51f4920b023ff501","","","","","","","","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","76","1255130","5401","U183044127161_narv_publicityOffices_320_footballGame_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~55~55~76~1255130"
"University of Colorado Publicity Collections","Geology building, unlabeled footage","Proper","University of Colorado Boulder","http://id.worldcat.org/fast/557277","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","promotional materials","http://vocab.getty.edu/page/aat/300249572","silent films","http://vocab.getty.edu/page/aat/300252071","","Undated","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 film reel (16mm) (2 min., 5 sec.)","16mm (photographic film size)","http://vocab.getty.edu/page/aat/300263815","color film (film, material)","http://vocab.getty.edu/page/aat/300127339","","","A collection of footage of men touring building and observing maps and globes in classrooms.","00:00:00 Footage of people walking outside a building. 00:01:10 Group of three people looking at a map framed on a wall. 00:00:21 People sitting around a desk. 00:00:29 People having a conversation. 00:01:03 Person pointing at a map. 00:01:14 People walking outside on The University of Colorado Boulder's campus. 00:01:55 Group walking through a building and looking at a car. 00:02:05 End of recording.","Segment sequence","College campuses","http://id.worldcat.org/fast/1740107","College buildings","http://id.worldcat.org/fast/867723","Maps","http://id.worldcat.org/fast/1423704","","","","","","","","","University of Colorado Boulder","http://id.worldcat.org/fast/557277","","","","","","","","","","","","","","","","","","","","","Boulder (Colorado, United States, North and Central America) (inhabited place)","http://vocab.getty.edu/page/tgn/7013446","","","","","","","","","U183044236156_narv_publicityOffices_13-85_geologyBuilding_a.mp4","https://ark.colorado.edu/ark:/47540/971h2k546195","03a63c0d80f292a982075e6eaa452493","","","","","","","","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","58","1255107","5399","U183044236156_narv_publicityOffices_13-85_geologyBuilding_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~55~55~58~1255107"
"University of Colorado Publicity Collections","Good Days on the Trail, Part 2","Proper","University of Colorado Boulder","http://id.worldcat.org/fast/557277","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","silent films","http://vocab.getty.edu/page/aat/300252071","","","","circa 1940s","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 film reel (16mm) (14 min., 45 sec.)","16mm (photographic film size)","http://vocab.getty.edu/page/aat/300263815","color film (film, material)","http://vocab.getty.edu/page/aat/300127339","","","A collection of footage showing scenes of people hiking, rock climbing, swimming, and camping. The footage also showcases the landscapes and wild animals in Colorado.","00:00:00 Part Two. 00:00:05 Scenes of people outside a large cabin. 00:00:23 Scenes of wildflowers. 00:00:41 Scenes of people walking through a ghost town. 00:00:49 Scenes of people hiking and stopping to eat. 00:01:21 Scenes of people hiking through snow. 00:01:36 Scenes of women wearing hiking pants that convert into shorts unzipping the bottom portion of their pants. 00:02:00 Scenes of people hiking interspersed with scenes of wildflowers and scenery. 00:02:30 Scenes of people sliding down the snowy side of the mountain. 00:03:10 Scenes of people hiking and rock climbing, interspersed with scenes of wildflowers, a bird?s nest, birds, and a pika. 00:05:52 Scenes of food on a campfire and camp life. 00:06:21 Scenes of wildflowers, people hiking, birds, and pikas. 00:08:58 Scenes of people hiking in the snow and sliding down snowy sides of the mountain. 00:14:23 Scenes of people swimming in a mountain lake and setting up a campfire. 00:14:45 End of recording.","Segment sequence","Hiking","http://id.worldcat.org/fast/956758","Rock climbing","http://id.worldcat.org/fast/1099140","Camping","http://id.worldcat.org/fast/844926","Swimming","http://id.worldcat.org/fast/1140328","Pikas","http://id.worldcat.org/fast/1064012","Birds","http://id.worldcat.org/fast/832970","Wild flowers","http://id.worldcat.org/fast/1175085","","","","","","","","","","","","","","","","","","","","","","","Colorado (United States, North and Central America) (state)","http://vocab.getty.edu/page/tgn/7007158","","","","","","","","","U183044238996_narv_barryRoger_17-5-A_goodDaysPart2_a.mp4","https://ark.colorado.edu/ark:/47540/m0219c29w3p1","50d281cecd555c23301b3a610f30705","","Good Days on the Trail, Part 4","constituent","U18304439120_narv_barryRoger_17-5-F_goodDaysPart4_a.mp4","Good Days on the Trail, Part 3","constituent","U183044239057_narv_barryRoger_17-5-C_goodDaysPart3_a.mp4","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","86","1255339","5426","U183044238996_narv_barryRoger_17-5-A_goodDaysPart2_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~55~55~86~1255339"
"University of Colorado Publicity Collections","Good Days on the Trail, Part 3","Proper","University of Colorado Boulder","http://id.worldcat.org/fast/557277","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","silent films","http://vocab.getty.edu/page/aat/300252071","","","","circa 1940s","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 film reel (16mm) (15 min., 21 sec.)","16mm (photographic film size)","http://vocab.getty.edu/page/aat/300263815","color film (film, material)","http://vocab.getty.edu/page/aat/300127339","","","A collection of footage showing scenes of people hiking, rock climbing, swimming, and camping. The footage also showcases the landscapes and wild animals in Colorado.","00:00:00 Part Three. 00:00:06 Scenes of people hiking and rock climbing in the mountains. 00:01:00 Scenes of wildflowers and the mountain scenery. 00:03:08 Scenes of a person setting up a shot with a film camera on a tripod and someone sleeping at presumably their campsite. 00:03:21 Scenes of people hiking and rock climbing. 00:05:30 Scenes of wildflowers. 00:05:42 Scenes of people resting next to the mountain lake. 00:06:05 Scenes of people swimming in the mountain lake. 00:06:48 Scenes of people hiking and rock climbing. 00:10:13 Footage of the surrounding scenery, wildflowers, and cars traveling down a road. 00:10:42 Scenes of a chipmunk eating out of people?s hands. 00:11:03 Scenes of people skiing down a mountain. 00:11:23 Scenes of people looking at a view of a mountain valley from the side of the road. 00:11:35 Scenes of wildflowers, animals, and mountain scenery. 00:11:55 Scenes of the snow in the mountain, and general mountain scenery. 00:12:24 Scenes of a baby deer. 00:12:36 Scenes of people walking around outside cabins and a church. 00:12:51 Senes of mountain scenery. 00:13:13 Scenes of birds and chipmunks, and deer. 00:14:06 Scenes of the mountain scenery and mountain goats. 00:14:52 Scenes of people rappelling. 00:15:21 End of recording.","Segment sequence","Hiking","http://id.worldcat.org/fast/956758","Rock climbing","http://id.worldcat.org/fast/1099140","Camping","http://id.worldcat.org/fast/844926","Swimming","http://id.worldcat.org/fast/1140328","Birds","http://id.worldcat.org/fast/832970","Deer","http://id.worldcat.org/fast/889519","Chipmunks","http://id.worldcat.org/fast/857855","","","","","","","","","","","","","","","","","","","","","","","Colorado (United States, North and Central America) (state)","http://vocab.getty.edu/page/tgn/7007158","","","","","","","","","U183044239057_narv_barryRoger_17-5-C_goodDaysPart3_a.mp4","https://ark.colorado.edu/ark:/47540/sz9m5953w626","6371433bf3489def072b2a3567908a27","","Good Days on the Trail, Part 4","constituent","U18304439120_narv_barryRoger_17-5-F_goodDaysPart4_a.mp4","Good Days on the Trail, Part 2","constituent","U183044238996_narv_barryRoger_17-5-A_goodDaysPart2_a.mp4","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","87","1255347","5426","U183044239057_narv_barryRoger_17-5-C_goodDaysPart3_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~55~55~87~1255347"
"University of Colorado Publicity Collections","Good Days on the Trail, Part 4","Proper","University of Colorado Boulder","http://id.worldcat.org/fast/557277","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","silent films","http://vocab.getty.edu/page/aat/300252071","","","","circa 1940s","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 film reel (16mm) (14 min., 53 sec.)","16mm (photographic film size)","http://vocab.getty.edu/page/aat/300263815","color film (film, material)","http://vocab.getty.edu/page/aat/300127339","","","A collection of footage showing scenes of people hiking, rock climbing, swimming, and camping. The footage also showcases the landscapes and wild animals in Colorado.","00:00:00 Part Four. 00:00:04 Scenes of people hiking and rock climbing in the mountains. 00:03:44 Scenes of people preparing food, walking around their tents, and living at their campsite. 00:04:49 Scenes of the mountain landscape. 00:05:04 Scenes of people sitting and singing around a campfire. 00:05:16 A Lady's Life in the Rocky Mountains by Isabella J. Bird. 00:05:23 Timelapse of a sunrise. 00:07:09 Scenes of people hiking and rock climbing in the mountains. 00:10:48 Scenes of camp life and the scenery. 00:11:22 Scenes of people swimming in a lake and the surrounding scenery and wildlife. 00:14:48 The End. 00:14:53 End of recording.","Segment sequence","Hiking","http://id.worldcat.org/fast/956758","Rock climbing","http://id.worldcat.org/fast/1099140","Camping","http://id.worldcat.org/fast/844926","Swimming","http://id.worldcat.org/fast/1140328","Elk","http://id.worldcat.org/fast/908133","Deer","http://id.worldcat.org/fast/889519","Campfires","http://id.worldcat.org/fast/844916","Colorado Mountain Club","http://id.worldcat.org/fast/554246","","","","","","","","","","","","","","","","","","","","","Colorado (United States, North and Central America) (state)","http://vocab.getty.edu/page/tgn/7007158","","","","","","","","","U18304439120_narv_barryRoger_17-5-F_goodDaysPart4_a.mp4","https://ark.colorado.edu/ark:/47540/jc630n7271s3","81ef70d668db8f7eb190d9cc58c1b91e","","Good Days on the Trail, Part 2","constituent","U183044238996_narv_barryRoger_17-5-A_goodDaysPart2_a.mp4","Good Days on the Trail, Part 3","constituent","U183044239057_narv_barryRoger_17-5-C_goodDaysPart3_a.mp4","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","85","1255341","5426","U18304439120_narv_barryRoger_17-5-F_goodDaysPart4_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~55~55~85~1255341"
"University of Colorado Publicity Collections","Graduation / Helicopter","Proper","University of Colorado Boulder","http://id.worldcat.org/fast/557277","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","promotional materials","http://vocab.getty.edu/page/aat/300249572","sound films","http://vocab.getty.edu/page/aat/300417955","","[1979?]","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 film reel (16mm) (6 min., 57 sec.)","16mm (photographic film size)","http://vocab.getty.edu/page/aat/300263815","color film (film, material)","http://vocab.getty.edu/page/aat/300127339","open reel audiotapes","http://vocab.getty.edu/page/aat/300417312","A film of the University of Colorado Boulder students in graduation caps and gowns gathering on the Norlin Quad and in the stands at Folsom Field on graduation day.","00:00:00 Scenes of students in graduation caps and gowns gathering on the Norlin Quad and in the stands at Folsom Field on graduation day. 00:06:57 End of recording.","Segment sequence","Commencement ceremonies","http://id.worldcat.org/fast/869276","College graduates","http://id.worldcat.org/fast/867821","","","","","","","","","","","University of Colorado Boulder","http://id.worldcat.org/fast/557277","","","","","","","","","","","","","","","","","","","","","Boulder (Colorado, United States, North and Central America) (inhabited place)","http://vocab.getty.edu/page/tgn/7013446","","","","","","","","","U183050995784_narv_loefflerWilliam_86_graduationHelicopter_a.mp4","https://ark.colorado.edu/ark:/47540/rs688v005388","596548b03c38870696525615676d1288","","","","","","","","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","55","1255115","5399","U183050995784_narv_loefflerWilliam_86_graduationHelicopter_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~55~55~55~1255115"
"University of Colorado Publicity Collections","Hellems","Proper","University of Colorado Boulder","http://id.worldcat.org/fast/557277","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","silent films","http://vocab.getty.edu/page/aat/300252071","","","","Undated","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 film reel (16mm) (6 min., 45 sec.)","16mm (photographic film size)","http://vocab.getty.edu/page/aat/300263815","color film (film, material)","http://vocab.getty.edu/page/aat/300127339","","","A collection of scenes showcasing University of Colorado at Boulder's Hellms Arts and Sciences building.","00:00:00 Scenes of interior classrooms and the exterior of the Hellms building on the University of Colorado at Boulder on campus. 00:06:45 End of recording.","Segment sequence","College buildings","http://id.worldcat.org/fast/867723","College campuses","http://id.worldcat.org/fast/1740107","College students","http://id.worldcat.org/fast/867976","","","","","","","","","University of Colorado Boulder","http://id.worldcat.org/fast/557277","","","","","Hellms Arts and Sciences (University of Colorado Boulder)","local","","","","","","","","","","","","","","","Boulder (Colorado, United States, North and Central America) (inhabited place)","http://vocab.getty.edu/page/tgn/7013446","","","","","","","","","U183051001449_narv_publicityOffices_20-06_hellems_a.mp4","https://ark.colorado.edu/ark:/47540/5r7m7d3981x5","d900df929af99f374b498bb77fe7cc7e","","","","","","","","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","83","1255138","5401","U183051001449_narv_publicityOffices_20-06_hellems_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~55~55~83~1255138"
"University of Colorado Publicity Collections","Kittredge, fall","Proper","University of Colorado Boulder","http://id.worldcat.org/fast/557277","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","silent films","http://vocab.getty.edu/page/aat/300252071","","","","Undated","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 film reel (16mm) (6 min., 13 sec.)","16mm (photographic film size)","http://vocab.getty.edu/page/aat/300263815","color film (film, material)","http://vocab.getty.edu/page/aat/300127339","","","A collection of scenes showcasing University of Colorado at Boulder's Kittredge Hall.","00:00:00 Scenes of the interior and exterior of Kittredge Hall in the fall on the University of Colorado at Boulder campus. 00:06:13 End of recording.","Segment sequence","College buildings","http://id.worldcat.org/fast/867723","College campuses","http://id.worldcat.org/fast/1740107","College students","http://id.worldcat.org/fast/867976","","","","","","","","","University of Colorado Boulder","http://id.worldcat.org/fast/557277","","","","","Kittredge Hall (University og Colorado Boulder)","local","Fiske Planetarium","http://id.worldcat.org/fast/1536288","","","","","","","","","","","","","Boulder (Colorado, United States, North and Central America) (inhabited place)","http://vocab.getty.edu/page/tgn/7013446","","","","","","","","","U183051001431_narv_publicityOffices_20-01_kittredgeFall_a.mp4","https://ark.colorado.edu/ark:/47540/0z856079j70h","f6a7f00e032c06feb11acaae75a04b1e","","","","","","","","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","82","1255140","5401","U183051001431_narv_publicityOffices_20-01_kittredgeFall_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~55~55~82~1255140"
"University of Colorado Publicity Collections","Making History at the Unviersity of Colorado at Boulder","Proper","University of Colorado Boulder","http://id.worldcat.org/fast/557277","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","Promotional films","http://id.loc.gov/authorities/genreForms/gf2011026470","","","","1985-08-29","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 videocassette (U-Matic) (12 min., 18 sec.)","videocassettes","http://vocab.getty.edu/page/aat/300028692","U-matic (TM)","http://vocab.getty.edu/page/aat/300404355","","","A publicity film to showcase the history of the University of Colorado at Boulder.","00:00:00 The narrator discusses a wagon train of settlers that?s rolled into Boulder County, the construction of the first schoolhouse in Colorado, the work of getting a university founded in the area, and the early history of the University of Colorado at Boulder. 00:02:52 Another narrator discusses James H. Baker's impact on the university and more CU Boulder history about the library, school societies, university bands, social life, and women's specific amenities and services. 00:04:13 The narrator discusses Livingston Farrand and expansion of university buildings and the expansion of research. 00:05:00 The narrator discusses George Norlin's tenure as president his charge to graduating students which persists today. 00:05:43 The narrator discusses CU Boulder in the 1920s. 00:06:03 The narrator discusses the challenges of the Great Depression in the 1930s had on the university. 00:06:42 The narrator discusses World War Two and Pearl Harbor's impact on the university. 00:07:23 The narrator discusses diversity of student population. 00:07:50 The narrator discusses winter sports influence on the university in the 1950s. 00:08:02 the narrator discusses president Quigg Newton and the tone he set in the 1960s focusing on science and academic exploration. 00:08:42 The narrator discusses student engagement in the 1960s under president Joseph R. Smiley. 00:09:19 The narrator discusses Roland C. Rautenstraus impact through his transformation of the university into four autonomous campuses. The narrator also discusses increased enrollment through these professional schools, as well as campus sports, and theater. 00:10:04 The narrator discusses university accomplishments under Arnold R. Weber including NASA astronaut students, satellite, and space research. 00:11:09 The narrator discusses the staff and faculty as a part of the university and student life. 00:12:07 Thanks to Western Historical Collections, Norlin Library, Western History Dept., and Denver Public Library. 00:12:11 An Academic Media Services Production. 00:12:18 End of recording.","Segment sequence","College students","http://id.worldcat.org/fast/867976","College teachers","http://id.worldcat.org/fast/868114","College sports","http://id.worldcat.org/fast/867925","Student activities","http://id.worldcat.org/fast/1135799","Academic programs","local","Great Depression","http://id.worldcat.org/fast/1382652","World War II","http://id.worldcat.org/fast/1384721","Sewall, J. A. (Joseph Addison), 1830-1917","http://id.worldcat.org/fast/1971641","Rippon, Mary, 1850-1935","http://id.worldcat.org/fast/433643","Baker, James H. (James Heaton), 1829-1913","http://id.worldcat.org/fast/1483304","Farrand, Livingston, 1867-1939","http://id.worldcat.org/fast/258877","Norlin, George, 1871-1942","http://id.worldcat.org/fast/184069","Stearns, Robert L. (Robert Lawrence), 1892-","http://id.worldcat.org/fast/1849101","Newton, Quigg, 1911-2003","http://id.worldcat.org/fast/1647617","Smiley, Joseph R.","local","Rautenstraus, R. C. (Roland C.)","http://id.worldcat.org/fast/59606","Weber, Arnold R. (Arnold Robert), 1929-2020","http://id.worldcat.org/fast/45050","University of Colorado Boulder","http://id.worldcat.org/fast/557277","Boulder (Colorado, United States, North and Central America) (inhabited place)","http://vocab.getty.edu/page/tgn/7013446","","","","","","","","","U183051001407_narv_publicityOffices_47-01_makingHistory_a.mp4","https://ark.colorado.edu/ark:/47540/sc805t4790mz","b7d6e2e102d824025e557b5b2d4e1d94","box 47 | item 47-01","","","","","","","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","64","1255122","5399","U183051001407_narv_publicityOffices_47-01_makingHistory_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~55~55~64~1255122"
"University of Colorado Publicity Collections","Minority Engineering Program: Building Community","Proper","University of Colorado Boulder","http://id.worldcat.org/fast/557277","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","promotional materials","http://vocab.getty.edu/page/aat/300249572","","","","1990","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 videocassette (VHS) (9 min., 53 sec.)","videocassettes","http://vocab.getty.edu/page/aat/300028692","VHS","http://vocab.getty.edu/page/aat/300264683","","","An informational video that outlines a variety of programs offered within the University of Colorado at Boulder's engineering degree.","00:00:00 Copyright 1990. 00:00:03 Narrator discusses technological advances and CU Boulders premier engineering programs. 00:00:50 The Minority Engineering Program Building Community. 00:01:12 Optoelectronic Computing. 00:01:20 Environmental Decision Support. 00:01:30 Onizuka Space Lab. 00:01:45 Engineering Degrees. 00:02:24 Minority Engineering Program (MEP). 00:03:49 MEP Services. 00:06:01 Engineering Graduates. 00:06:29 Technical Skills Shortfall. 00:06:58 Business and Industry support for MEP. 00:07:36 Job placement. 00:08:12 Recruitment. 00:08:54 Conclusion. 00:09:17 MEP University of Colorado Boulder. 00:09:24 Minority Engineering Program Corporate Sponsors. 00:09:48 Produced by The University of Colorado in association with US West Communications. 00:09:53 End of recording.","Segment sequence","Engineering","http://id.worldcat.org/fast/910312","Apprenticeship programs","http://id.worldcat.org/fast/811806","Multiculturalism","http://id.worldcat.org/fast/1028836","Academic programs","local","Students--Social life and customs","http://id.worldcat.org/fast/1136124","","","","","University of Colorado Boulder","http://id.worldcat.org/fast/557277","","","","","Rubi, Isidro","local","Dr. Curry, James","local","","","","","","","","","","","","","Boulder (Colorado, United States, North and Central America) (inhabited place)","http://vocab.getty.edu/page/tgn/7013446","Flatirons, The (Boulder, Colorado, United States, North and Central America) (peak)","http://vocab.getty.edu/page/tgn/2331368","","","","","","","U183070722973_narv_publicityOffices_49-01_minorityEngineeringProgram_a.mp4","https://ark.colorado.edu/ark:/47540/4p0r339647rw","893f862a78957c204bd63f7a3ec5f157","pascal | 49 | 49-01","","","","","","","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","34","1255082","5399","U183070722973_narv_publicityOffices_49-01_minorityEngineeringProgram_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~55~55~34~1255082"
"University of Colorado Publicity Collections","Music from Colorado: College of Music at CU Boulder","Proper","University of Colorado Boulder","http://id.worldcat.org/fast/557277","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","promotional materials","http://vocab.getty.edu/page/aat/300249572","","","","[Undated]","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 videocassette (VHS) (10 min., 15 sec.)","videocassettes","http://vocab.getty.edu/page/aat/300028692","VHS","http://vocab.getty.edu/page/aat/300264683","","","An informational video that outlines a variety of programs offered within the University of Colorado at Boulder's College of Music.","00:00:03 Music from Colorado University of Colorado at Boulder College of Music. 00:00:38 Narrator discusses the College of Music at CU Boulder. 00:02:17 Narrator discusses band's international recognition. 00:03:23 Narrator discusses jazz bands at CU Boulder's College of Music. 00:04:04 Narrator discusses vocal organizations at the College of Music. 00:04:52 Narrator discusses College of Music faculty. 00:05:18 Narrator discusses College of Music, and general campus, facilities. 00:07:45 Narrator discusses off campus activities including food around downtown Boulder and winter season skiing. 00:08:01 Narrator discusses dorm life. 00:08:26 Narrator discusses the prestige associated with the College of Music. 00:09:09 Narrator discusses faculty advisors, financial aid, and support. 00:09:59 Dean of the College of Music Robert R. Fink; Producer Gene Bircher; Sound Technician Fred Johnson; Video Technician Bud Leonard; Production Assistant/Narration Kate Lambert. 00:10:08 We would like to thank the following for their musical contribution: Dave Grusin, Takacs String Quartet, University of Colorado Bands, Choirs, and Ensembles. 00:10:15 End of recording.","Segment sequence","Music in universities and colleges","http://id.worldcat.org/fast/1030565","Universities and colleges--Faculty","http://id.worldcat.org/fast/1161748","College students","http://id.worldcat.org/fast/867976","Research institutes","http://id.worldcat.org/fast/1095299","Music libraries","http://id.worldcat.org/fast/1030573","Student activities","http://id.worldcat.org/fast/1135799","","","University of Colorado Boulder","http://id.worldcat.org/fast/557277","","","","","University of Colorado Boulder. College of Music","http://id.worldcat.org/fast/642183","","","","","","","","","","","","","","","Boulder (Colorado, United States, North and Central America) (inhabited place)","http://vocab.getty.edu/page/tgn/7013446","","","","","","","","","U183071324401_narv_publicityOffices_31-AC-462_collegeOfMusic_a.mp4","https://ark.colorado.edu/ark:/47540/b77h0r7042w1","f3364ad52bbb94cebf85867ad193638f","pascal | 31 | AC-462","","","","","","","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","51","1255086","5399","U183071324401_narv_publicityOffices_31-AC-462_collegeOfMusic_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~55~55~51~1255086"
